sofifa_id,short_name,primary_position,role_group,overall,club_name,league_name,nationality_name,PTS
224556,Rao Weihui,LB,DEF,65,Changchun Yatai FC,Chinese Super League,China PR,49.85
236365,C. Wood,LB,DEF,64,Leyton Orient,English League Two,England,49.85
202498,J. De Jonghe,LB,DEF,63,Campionii FC Arges,Romanian Liga I,Belgium,49.85
219925,D. McDaid,RM,MID,62,Dundee FC,Scottish Premiership,Scotland,49.85
259237,S. Shopov,CAM,MID,62,SC Heerenveen,Holland Eredivisie,Bulgaria,49.85
233946,Tong Lei,RB,DEF,60,Dalian Professional Football Club,Chinese Super League,China PR,49.85
231646,P. Żyra,CM,MID,59,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,Poland,49.85
256776,I. Schmidt,RW,FWD,57,FC St. Gallen 1879,Swiss Super League,Switzerland,49.85
260855,N. Sutoh,LM,MID,56,Kashima Antlers,Japanese J. League Division 1,Japan,49.85
254884,S. Bowen,CDM,MID,55,Cardiff City,English League Championship,Wales,49.85
264040,R. Shirley,ST,FWD,54,Plymouth Argyle,English League One,England,49.85
213017,B. Davies,CB,DEF,73,Sheffield United,English League Championship,England,49.849999999999994
254840,S. Pavlović,CB,DEF,69,AS Monaco,French Ligue 1,Serbia,49.849999999999994
176687,A. Beck,RWB,DEF,68,KAS Eupen,Belgian Jupiler Pro League,Germany,49.849999999999994
202528,J. Ruffels,LWB,DEF,68,Huddersfield Town,English League Championship,England,49.849999999999994
246097,Sergio Gónzalez,CDM,MID,67,CD Tenerife,Spanish Segunda División,Spain,49.849999999999994
198811,F. Jensen,CDM,MID,66,Vålerenga Fotball,Norwegian Eliteserien,Norway,49.849999999999994
211581,S. O'Neill,CB,DEF,65,Seattle Sounders FC,USA Major League Soccer,United States,49.849999999999994
233114,J. Riley,CM,MID,63,Carlisle United,English League Two,England,49.849999999999994
241027,B. Galván,LM,MID,62,Colorado Rapids,USA Major League Soccer,Argentina,49.849999999999994
250949,M. Zylla,CAM,MID,61,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,Poland,49.849999999999994
244170,D. Vokić,CDM,MID,60,Benevento,Italian Serie B,Slovenia,49.849999999999994
254844,K. Konno,RM,MID,60,FC Tokyo,Japanese J. League Division 1,Japan,49.849999999999994
213923,E. Williams,CAM,MID,56,Doncaster Rovers,English League One,England,49.849999999999994
193097,S. Salger,CB,DEF,67,TSV 1860 München,German 3. Bundesliga,Germany,49.800000000000004
182122,Zou Zheng,LB,DEF,66,Qingdao FC,Chinese Super League,China PR,49.800000000000004
252507,M. Żurawski,CAM,MID,62,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,Poland,49.800000000000004
255738,W. Younoussa,CM,MID,59,Dijon FCO,French Ligue 2,Cameroon,49.800000000000004
245033,T. Roberts,CAM,MID,57,SK Austria Klagenfurt,Austrian Football Bundesliga,United States,49.800000000000004
264474,Ł. Szramowski,CDM,MID,55,Górnik Łęczna,Polish T-Mobile Ekstraklasa,Poland,49.800000000000004
230313,Tony Abranjes,CB,DEF,80,Internacional,Campeonato Brasileiro Série A,Brazil,49.8
225263,D. Ćaleta-Car,CB,DEF,78,Olympique de Marseille,French Ligue 1,Croatia,49.8
248695,W. Fofana,CB,DEF,78,Leicester City,English Premier League,France,49.8
240115,Murilo,CB,DEF,75,FC Lokomotiv Moscow,Russian Premier League,Brazil,49.8
226130,F. Miguel,CB,DEF,71,SD Huesca,Spanish Segunda División,France,49.8
255137,J. Cifuentes,CDM,MID,71,Los Angeles FC,USA Major League Soccer,Ecuador,49.8
203780,F. Veseli,RB,DEF,69,US Salernitana 1919,Italian Serie A,Albania,49.8
243834,L. Ilić,CAM,MID,67,FC Twente,Holland Eredivisie,Serbia,49.8
251464,I. Van der Brempt,RB,DEF,66,Club Brugge KV,Belgian Jupiler Pro League,Belgium,49.8
255505,D. Velkovski,LB,DEF,66,KSV Cercle Brugge,Belgian Jupiler Pro League,Bulgaria,49.8
238793,T. Jacobsen,CDM,MID,65,SV Werder Bremen,German 2. Bundesliga,Germany,49.8
219551,C. Shaughnessy,CB,DEF,64,Burton Albion,English League One,Republic of Ireland,49.8
238106,Wang Wei,LB,DEF,63,Qingdao FC,Chinese Super League,China PR,49.8
200319,B. Coker,LB,DEF,62,Stevenage,English League Two,England,49.8
259185,T. Aasgaard,CAM,MID,62,Wigan Athletic,English League One,Norway,49.8
260974,M. Otazú,LB,DEF,62,Club River Plate Asunción,Paraguayan Primera División,Paraguay,49.8
262396,J. Idzes,CDM,MID,62,Go Ahead Eagles,Holland Eredivisie,Netherlands,49.8
208953,M. Al Qarni,CDM,MID,61,Al Batin,Saudi Abdul L. Jameel League,Saudi Arabia,49.8
237657,E. Orona,CB,DEF,61,Club Atlético de San Luis,Mexican Liga MX,Mexico,49.8
258139,Raúl Moro,LW,FWD,60,Lazio,Italian Serie A,Spain,49.8
258984,D. van den Berg,CM,MID,60,FC Utrecht,Holland Eredivisie,Netherlands,49.8
252540,A. Gözütok,CAM,MID,59,1. FC Kaiserslautern,German 3. Bundesliga,Germany,49.8
262921,A. Bazdrigiannis,RM,MID,56,SC Freiburg II,German 3. Bundesliga,Germany,49.8
231567,B. Jairu,LM,MID,55,SC East Bengal FC,Indian Super League,India,49.8
204341,Luís Neto,CB,DEF,77,Sporting CP,Portuguese Liga ZON SAGRES,Portugal,49.75
224841,K. Diks,RB,DEF,72,F.C. København,Danish Superliga,Netherlands,49.75
206159,S. Sabelli,RB,DEF,71,Genoa,Italian Serie A,Italy,49.75
202451,L. Pernica,CB,DEF,70,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,Czech Republic,49.75
227530,D. Lemos,CDM,MID,70,Patronato,Argentina Primera División,Argentina,49.75
214606,S. Pérez,CM,MID,69,Boavista FC,Portuguese Liga ZON SAGRES,Colombia,49.75
225529,Nathan,CB,DEF,68,San Jose Earthquakes,USA Major League Soccer,Brazil,49.75
252567,S. Alexandropoulos,CDM,MID,68,Panathinaikos FC,Greek Super League,Greece,49.75
213328,S. Miangue,LB,DEF,67,KSV Cercle Brugge,Belgian Jupiler Pro League,Belgium,49.75
243882,J. Dörfler,RB,DEF,67,SC Paderborn 07,German 2. Bundesliga,Germany,49.75
199465,J. Aguilar,CDM,MID,66,12 de Octubre FC,Paraguayan Primera División,Paraguay,49.75
221620,M. Hairston,CDM,MID,66,Columbus Crew,USA Major League Soccer,United States,49.75
224875,B. Innocent,CDM,MID,66,Malmö FF,Swedish Allsvenskan,Nigeria,49.75
234296,S. Ylätupa,RW,FWD,65,AIK,Swedish Allsvenskan,Finland,49.75
238925,D. Ernst,RB,DEF,65,1. FC Saarbrücken,German 3. Bundesliga,Germany,49.75
180593,Iriome,RM,MID,64,CD Lugo,Spanish Segunda División,Spain,49.75
189492,S. O'Keefe,CDM,MID,64,Gillingham,English League One,England,49.75
262880,R. Onyedika,CDM,MID,64,FC Midtjylland,Danish Superliga,Nigeria,49.75
251902,F. Ángel,CM,MID,62,Junior FC,Colombian Liga Postobón,Colombia,49.75
262345,S. Guibert,CB,DEF,62,SC Bastia,French Ligue 2,France,49.75
201491,D. Lafferty,LWB,DEF,61,Derry City,Rep. Ireland Airtricity League,Northern Ireland,49.75
220819,R. Kitto,LB,DEF,61,Adelaide United,Australian Hyundai A-League,Australia,49.75
228461,Ryu Jae Moon,CDM,MID,61,Jeonbuk Hyundai Motors,Korean K League 1,Korea Republic,49.75
239016,D. Schmid,CDM,MID,61,Grasshopper Club Zürich,Swiss Super League,Switzerland,49.75
245067,Y. Taki,CF,FWD,61,Shimizu S-Pulse,Japanese J. League Division 1,Japan,49.75
214747,D. Orellana,CM,MID,60,CD Antofagasta,Chilian Campeonato Nacional,Chile,49.75
256036,A. Baldursson,CM,MID,60,F.C. København,Danish Superliga,Iceland,49.75
263393,Pablo Tomeo,CDM,MID,60,SD Huesca,Spanish Segunda División,Spain,49.75
255930,B. Garrity,CM,MID,58,Port Vale,English League Two,England,49.75
245518,M. Al Thani,LM,MID,57,Al Tai,Saudi Abdul L. Jameel League,Saudi Arabia,49.75
252253,N. Zdichynec,LM,MID,55,SV Ried,Austrian Football Bundesliga,Austria,49.75
224763,K. Bielik,CDM,MID,72,Derby County,English League Championship,Poland,49.74999999999999
245336,M. Kilman,CB,DEF,70,Wolverhampton Wanderers,English Premier League,England,49.74999999999999
239696,F. Muslija,LM,MID,68,Hannover 96,German 2. Bundesliga,Kosovo,49.74999999999999
251547,D. Schnegg,LB,DEF,67,Venezia FC,Italian Serie A,Austria,49.74999999999999
263932,T. Hammond,LW,FWD,60,FK Austria Wien,Austrian Football Bundesliga,Australia,49.74999999999999
223284,P. Martinez,CB,DEF,72,Nîmes Olympique,French Ligue 2,France,49.7
237784,Y. Maruhashi,LB,DEF,71,Cerezo Osaka,Japanese J. League Division 1,Japan,49.7
224305,Iván Calero,RB,DEF,67,Málaga CF,Spanish Segunda División,Spain,49.7
236020,C. González,CB,DEF,66,Santa Clara,Portuguese Liga ZON SAGRES,Uruguay,49.7
213368,L. Rougeaux,CB,DEF,65,KV Kortrijk,Belgian Jupiler Pro League,France,49.7
238755,M. Warming,LW,FWD,63,Torino F.C.,Italian Serie A,Denmark,49.7
225545,K. Froese,CM,MID,62,TSV Havelse,German 3. Bundesliga,Canada,49.7
228989,S. Singh,RM,MID,55,Kerala Blasters FC,Indian Super League,India,49.7
238305,Nacho Vidal,RB,DEF,75,CA Osasuna,Spain Primera Division,Spain,49.699999999999996
241775,J. El Yamiq,CB,DEF,73,Real Valladolid CF,Spanish Segunda División,Morocco,49.699999999999996
233978,Victor Bereitta,LB,DEF,70,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,49.699999999999996
220429,G. Campi,CB,DEF,69,FC Arouca,Portuguese Liga ZON SAGRES,Argentina,49.699999999999996
237469,Nouhou,CB,DEF,68,Seattle Sounders FC,USA Major League Soccer,Cameroon,49.699999999999996
247180,Abdu Conté,LB,DEF,68,Moreirense FC,Portuguese Liga ZON SAGRES,Portugal,49.699999999999996
211987,R. Yalçın,CB,DEF,67,SC Paderborn 07,German 2. Bundesliga,Germany,49.699999999999996
263259,I. Bronkhorst,RB,DEF,64,N.E.C. Nijmegen,Holland Eredivisie,Netherlands,49.699999999999996
260870,T. Miyagi,LW,FWD,59,Kawasaki Frontale,Japanese J. League Division 1,Japan,49.699999999999996
222294,Sun Shilin,CM,MID,58,Shanghai Shenhua FC,Chinese Super League,China PR,49.699999999999996
197860,Ivo Pinto,RB,DEF,69,Fortuna Sittard,Holland Eredivisie,Portugal,49.650000000000006
242984,S. Power,RM,MID,60,Harrogate Town,English League Two,Republic of Ireland,49.650000000000006
199745,E. Sviatchenko,CB,DEF,76,FC Midtjylland,Danish Superliga,Denmark,49.65
219466,B. Meling,LB,DEF,75,Stade Rennais FC,French Ligue 1,Norway,49.65
227153,C. Borja,LB,DEF,74,Aytemiz Alanyaspor,Turkish Süper Lig,Colombia,49.65
184183,S. Dewaest,CB,DEF,72,Oud-Heverlee Leuven,Belgian Jupiler Pro League,Belgium,49.65
225273,M. Thychosen,RB,DEF,69,FC Nordsjælland,Danish Superliga,Denmark,49.65
238379,N. Nartey,CM,MID,67,VfB Stuttgart,German 1. Bundesliga,Denmark,49.65
251019,T. Petrášek,CB,DEF,67,Raków Częstochowa,Polish T-Mobile Ekstraklasa,Czech Republic,49.65
207502,R. Kristiansen,LB,DEF,65,SK Brann,Norwegian Eliteserien,Norway,49.65
246402,M. Bidstrup,CDM,MID,64,Brentford,English Premier League,Denmark,49.65
253611,R. Calderón,CM,MID,64,Club Social y Deportivo Macará,Ecuadorian Serie A,Ecuador,49.65
202949,Kim Jun Yub,RM,MID,63,Incheon United FC,Korean K League 1,Korea Republic,49.65
244870,J. Key,RWB,DEF,63,Exeter City,English League Two,England,49.65
243464,J. Stroud,RM,MID,61,Austin FC,USA Major League Soccer,United States,49.65
255092,M. García,CM,MID,60,Club Universidad Nacional,Mexican Liga MX,Mexico,49.65
239006,J. Isaksen,CM,MID,59,Kristiansund BK,Norwegian Eliteserien,Norway,49.65
262363,M. Anderson,CM,MID,59,Dundee FC,Scottish Premiership,Scotland,49.65
262824,K. Ogorzały,LM,MID,59,Cracovia,Polish T-Mobile Ekstraklasa,Poland,49.65
257716,S. Colakovski,RW,FWD,58,Melbourne City FC,Australian Hyundai A-League,North Macedonia,49.65
263948,L. Schlosser,ST,FWD,54,SV Ried,Austrian Football Bundesliga,Austria,49.65
225106,Jorge Sáenz,CB,DEF,70,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,Spain,49.64999999999999
242449,J. Caballero,RM,MID,63,Club Independiente Santa Fe,Colombian Liga Postobón,Colombia,49.64999999999999
254851,S. Perry,CDM,MID,61,Walsall,English League Two,England,49.60000000000001
226229,T. Kehrer,CB,DEF,76,Paris Saint-Germain,French Ligue 1,Germany,49.6
212722,D. Yedlin,RB,DEF,73,Galatasaray SK,Turkish Süper Lig,United States,49.6
192156,Rúben Lima,LWB,DEF,72,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,Portugal,49.6
239136,N. Cozza,CB,DEF,72,Montpellier Hérault SC,French Ligue 1,France,49.6
233230,K. Mac Allister,LB,DEF,71,Argentinos Juniors,Argentina Primera División,Argentina,49.6
223045,U. Çiftçi,LB,DEF,70,Demir Grup Sivasspor,Turkish Süper Lig,Turkey,49.6
252108,A. Ait El Hadj,CAM,MID,69,RSC Anderlecht,Belgian Jupiler Pro League,Belgium,49.6
229038,Christian Rivera,CDM,MID,68,Real Sporting de Gijón,Spanish Segunda División,Spain,49.6
201081,B. Kopacz,CB,DEF,67,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,Poland,49.6
210691,L. Nilsen,LWB,DEF,65,Tromsø IL,Norwegian Eliteserien,Norway,49.6
215686,J. Grønning,CDM,MID,65,Viborg FF,Danish Superliga,Denmark,49.6
248040,A. Rus,CB,DEF,65,,,Romania,49.6
258095,J. Aude,LB,DEF,65,Club Atlético Lanús,Argentina Primera División,Argentina,49.6
173752,C. Gunter,RB,DEF,64,Charlton Athletic,English League One,Wales,49.6
255532,I. Nuhu,LW,FWD,63,KAS Eupen,Belgian Jupiler Pro League,Ghana,49.6
226352,J. Sowerby,CM,MID,60,Northampton Town,English League Two,England,49.6
252959,J. McPake,LM,MID,60,Morecambe,English League One,Scotland,49.6
255293,U. Güneş,CM,MID,60,Aytemiz Alanyaspor,Turkish Süper Lig,Turkey,49.6
263310,A. Suhonen,CAM,MID,60,Hamburger SV,German 2. Bundesliga,Finland,49.6
255778,O. Bunjaku,CM,MID,59,Grenoble Foot 38,French Ligue 2,Switzerland,49.6
252873,A. Andrade,CB,DEF,69,DSC Arminia Bielefeld,German 1. Bundesliga,Panama,49.599999999999994
238056,J. Masson,CDM,MID,67,Valenciennes FC,French Ligue 2,France,49.599999999999994
239013,A. Perry,CDM,MID,61,Scunthorpe United,English League Two,England,49.599999999999994
260014,T. Civeja,CM,MID,61,FC Augsburg,German 1. Bundesliga,Germany,49.599999999999994
254496,C. Grant,CM,MID,60,Rochdale,English League Two,Republic of Ireland,49.599999999999994
260863,W. Suzuki,ST,FWD,58,Valencia CF,Spain Primera Division,Japan,49.599999999999994
261353,L. Andronache,ST,FWD,54,FC Farul Constanța,Romanian Liga I,Romania,49.599999999999994
260838,F. Al Garzae,ST,FWD,51,Al Shabab,Saudi Abdul L. Jameel League,Saudi Arabia,49.599999999999994
262473,S. El Karouani,LB,DEF,68,N.E.C. Nijmegen,Holland Eredivisie,Netherlands,49.550000000000004
224542,N. Leyes,CDM,MID,65,Gimnasia y Esgrima La Plata,Argentina Primera División,Argentina,49.550000000000004
169619,G. Liddle,CB,DEF,61,Hartlepool United,English League Two,England,49.550000000000004
246920,D. Collander,RM,MID,60,Örebro SK,Swedish Allsvenskan,Sweden,49.550000000000004
256865,T. Onyeka,ST,FWD,53,Crewe Alexandra,English League One,England,49.550000000000004
259727,V. Singh,RM,MID,51,Mumbai City FC,Indian Super League,India,49.550000000000004
215089,E. Kalinski,CDM,MID,72,Argentinos Juniors,Argentina Primera División,Argentina,49.55
215496,Mansur,LB,DEF,70,Santa Clara,Portuguese Liga ZON SAGRES,Brazil,49.55
242995,J. Mora,LB,DEF,69,D.C. United,USA Major League Soccer,Costa Rica,49.55
214697,N. Berardo,LB,DEF,67,Club Deportivo Palestino,Chilian Campeonato Nacional,Argentina,49.55
213271,A. Coly,CB,DEF,66,Kristiansund BK,Norwegian Eliteserien,Senegal,49.55
222660,Hwang Hyun Soo,CB,DEF,65,FC Seoul,Korean K League 1,Korea Republic,49.55
263365,A. Martínez,LM,MID,64,Club Atlético Central Córdoba,Argentina Primera División,Argentina,49.55
234297,S. Dahlström,CM,MID,61,HJK Helsinki,Finnish Veikkausliiga,Finland,49.55
235579,M. Massop,LB,DEF,60,Silkeborg IF,Danish Superliga,Netherlands,49.55
262551,S. Thórdarson,CM,MID,59,Silkeborg IF,Danish Superliga,Iceland,49.55
260483,G. Nnachi,RW,FWD,58,Sociedad Deportiva Aucas,Ecuadorian Serie A,Ecuador,49.55
257619,S. Eriksen,RB,DEF,57,Mjøndalen IF,Norwegian Eliteserien,Norway,49.55
240400,C. Manicone,ST,FWD,55,FC Lugano,Swiss Super League,Italy,49.55
260882,J. Adeyemo,RW,FWD,55,Drogheda United,Rep. Ireland Airtricity League,Republic of Ireland,49.55
253461,L. Cundle,CM,MID,54,Wolverhampton Wanderers,English Premier League,England,49.55
263397,A. Minda,RM,MID,54,Independiente del Valle,Ecuadorian Serie A,Ecuador,49.55
198032,D. Burn,CB,DEF,75,Brighton & Hove Albion,English Premier League,England,49.5
244523,Javi Hernández,LB,DEF,70,CD Leganés,Spanish Segunda División,Spain,49.5
179840,M. Spiranovic,CB,DEF,67,Melbourne Victory,Australian Hyundai A-League,Australia,49.5
241281,S. Sadzoute,LB,DEF,67,Oud-Heverlee Leuven,Belgian Jupiler Pro League,France,49.5
224337,M. Orihuela,LB,DEF,66,Atlético Tucumán,Argentina Primera División,Argentina,49.5
238114,C. Vargas,CB,DEF,64,Mazatlán Futbol Club,Mexican Liga MX,Mexico,49.5
251075,E. Peña Zauner,CAM,MID,62,Eintracht Braunschweig,German 3. Bundesliga,Venezuela,49.5
264027,S. Delaye,CM,MID,60,Montpellier Hérault SC,French Ligue 1,France,49.5
243059,M. Castaño,CAM,MID,57,La Equidad,Colombian Liga Postobón,Colombia,49.5
260734,C. Wallem,RW,FWD,57,Odds BK,Norwegian Eliteserien,Norway,49.5
256513,T. D'Almeida,CDM,MID,56,Cardiff City,English League Championship,Côte d'Ivoire,49.5
263382,F. Weiler,CAM,MID,56,TSV Egger Glas Hartberg,Austrian Football Bundesliga,Austria,49.5
248399,C. Stan,RW,FWD,55,FC Dinamo 1948 Bucureşti,Romanian Liga I,Romania,49.5
258508,E. Nnamani,RW,FWD,55,FC Nordsjælland,Danish Superliga,Denmark,49.5
262323,M. Young,CM,MID,51,Leyton Orient,English League Two,England,49.5
232296,F. Moufi,RB,DEF,71,Portimonense SC,Portuguese Liga ZON SAGRES,Morocco,49.49999999999999
261669,A. McCabe,ST,FWD,50,Longford Town,Rep. Ireland Airtricity League,Republic of Ireland,49.49999999999999
207725,M. van der Hoorn,CB,DEF,71,FC Utrecht,Holland Eredivisie,Netherlands,49.45
254891,J. Martínez,CDM,MID,71,Philadelphia Union,USA Major League Soccer,Venezuela,49.45
242054,Igor Silva,RB,DEF,68,FC Lorient,French Ligue 1,Brazil,49.45
257540,A. Knauff,RM,MID,67,Borussia Dortmund,German 1. Bundesliga,Germany,49.45
247476,H. Dotson,CDM,MID,66,Minnesota United FC,USA Major League Soccer,United States,49.45
234418,P. Kurzweg,LB,DEF,65,FC Ingolstadt 04,German 2. Bundesliga,Germany,49.45
234982,M. Christensen,CDM,MID,63,Aalborg BK,Danish Superliga,Denmark,49.45
245981,Kim Dong Hyun,CM,MID,62,Gangwon FC,Korean K League 1,Korea Republic,49.45
254768,J. Argüello,RM,MID,62,Club Nacional,Paraguayan Primera División,Paraguay,49.45
192622,S. Duffy,CB,DEF,72,Brighton & Hove Albion,English Premier League,Republic of Ireland,49.449999999999996
224213,T. Ebuehi,RB,DEF,69,Venezia FC,Italian Serie A,Nigeria,49.449999999999996
222407,David Goldar,CB,DEF,68,UD Ibiza,Spanish Segunda División,Spain,49.449999999999996
216453,L. Shephard,RWB,DEF,64,Salford City,English League Two,Wales,49.449999999999996
247277,M. Perez,ST,FWD,60,Austin FC,USA Major League Soccer,United States,49.449999999999996
247897,G. Crețu,RW,FWD,60,FC Dinamo 1948 Bucureşti,Romanian Liga I,Romania,49.449999999999996
255564,J. Shcherbakovski,RM,MID,60,Hallescher FC,German 3. Bundesliga,Belarus,49.449999999999996
180409,C. Gülselam,CDM,MID,69,Altay SK,Turkish Süper Lig,Turkey,49.400000000000006
229742,H. Alpsoy,CDM,MID,65,Antalyaspor,Turkish Süper Lig,Turkey,49.400000000000006
237683,N. Holland,LM,MID,64,Oxford United,English League One,England,49.400000000000006
252077,B. Alceus,CDM,MID,63,Gaz Metan Mediaş,Romanian Liga I,Haiti,49.400000000000006
217235,Zainadine,CB,DEF,75,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,Mozambique,49.4
245084,M. Busi,RB,DEF,69,Parma,Italian Serie B,Belgium,49.4
189558,B. Salamon,CB,DEF,68,Lech Poznań,Polish T-Mobile Ekstraklasa,Poland,49.4
251373,K. Klefisch,CDM,MID,66,Viktoria Köln,German 3. Bundesliga,Germany,49.4
225625,K. Vincent-Young,RB,DEF,65,Ipswich Town,English League One,England,49.4
177404,S. Fürstner,CDM,MID,64,1. FSV Mainz 05,German 1. Bundesliga,Germany,49.4
216709,A. Sušac,CB,DEF,64,FSV Zwickau,German 3. Bundesliga,Croatia,49.4
244513,I. Sadiq,LW,FWD,64,FC Nordsjælland,Danish Superliga,Ghana,49.4
232939,Y. Nakasaka,LM,MID,63,Vissel Kobe,Japanese J. League Division 1,Japan,49.4
252096,N. Hernández,RB,DEF,63,Deportivo Táchira FC,Venezuelan Primera División,Venezuela,49.4
225084,N. Dekoké,LB,DEF,62,US Quevilly Rouen Métropole,French Ligue 2,France,49.4
242154,A. Thurgate,CM,MID,62,Newcastle Jets,Australian Hyundai A-League,Australia,49.4
260369,L. Kerber,CDM,MID,62,1. FC Saarbrücken,German 3. Bundesliga,Germany,49.4
255272,K. Paredes,LM,MID,60,D.C. United,USA Major League Soccer,United States,49.4
259270,R. Luna,RW,FWD,60,Arsenal de Sarandí,Argentina Primera División,Argentina,49.4
264157,J. Rosales,RM,MID,60,Minnesota United FC,USA Major League Soccer,Honduras,49.4
257822,E. Tatlı,CM,MID,59,Fatih Karagümrük S.K.,Turkish Süper Lig,Turkey,49.4
244966,A. Al Dhafeeri,CM,MID,55,Al Hazem,Saudi Abdul L. Jameel League,Saudi Arabia,49.4
232310,Maurício,CB,DEF,72,Al Batin,Saudi Abdul L. Jameel League,Brazil,49.39999999999999
231199,H. Odoffin,CDM,MID,65,Rotherham United,English League One,England,49.39999999999999
256693,A. Ndiaye,CDM,MID,60,Pau FC,French Ligue 2,Senegal,49.39999999999999
253478,R. Ali,RM,MID,54,Chennaiyin FC,Indian Super League,India,49.35000000000001
230402,Muo Cadete,LM,MID,77,Palmeiras,Campeonato Brasileiro Série A,Brazil,49.35
181795,F. Kudryashov,LB,DEF,71,Antalyaspor,Turkish Süper Lig,Russia,49.35
198868,N. Isimat-Mirin,CB,DEF,70,Sporting Kansas City,USA Major League Soccer,France,49.35
236147,Lourival Rodeiro,CM,MID,70,Palmeiras,Campeonato Brasileiro Série A,Brazil,49.35
192012,D. Reyes,CB,DEF,67,Tigres U.A.N.L.,Mexican Liga MX,Mexico,49.35
230268,Estevãtinho,CAM,MID,66,Fluminense,Campeonato Brasileiro Série A,Brazil,49.35
230801,A. Hazazi,CDM,MID,66,Ettifaq FC,Saudi Abdul L. Jameel League,Saudi Arabia,49.35
251595,N. Dyhr,LB,DEF,66,FC Midtjylland,Danish Superliga,Denmark,49.35
254418,J. Núñez,LW,FWD,64,Carlos A. Mannucci,Peruvian Primera División,Peru,49.35
216444,M. Gouaida,CAM,MID,63,SV Waldhof Mannheim 07,German 3. Bundesliga,Tunisia,49.35
263556,Rodrigo Guth,CB,DEF,63,N.E.C. Nijmegen,Holland Eredivisie,Brazil,49.35
259531,Arratia,CM,MID,61,Rayo Vallecano,Spain Primera Division,Spain,49.35
231486,A. Jafar,RM,MID,60,Al Tai,Saudi Abdul L. Jameel League,Saudi Arabia,49.35
261583,N. Hernandez,CM,MID,57,FC Dallas,USA Major League Soccer,United States,49.35
199487,Gálvez,CB,DEF,70,UD Ibiza,Spanish Segunda División,Spain,49.349999999999994
169596,R. Shawcross,CB,DEF,67,Inter Miami CF,USA Major League Soccer,England,49.349999999999994
224936,A. Arnarson,RWB,DEF,61,Tromsø IL,Norwegian Eliteserien,Iceland,49.349999999999994
205893,Víctor Mongil,CB,DEF,63,Odisha FC,Indian Super League,Spain,49.300000000000004
225498,L. Sutton,CDM,MID,63,Bradford City,English League Two,England,49.300000000000004
263177,Markel Lozano,CM,MID,61,SD Amorebieta,Spanish Segunda División,Spain,49.300000000000004
263628,F. Álvarez,CB,DEF,61,Pachuca,Mexican Liga MX,United States,49.300000000000004
255367,Han Jung Woo,RM,MID,58,Dundalk FC,Rep. Ireland Airtricity League,Korea Republic,49.300000000000004
255767,M. Toure,LM,MID,58,Adelaide United,Australian Hyundai A-League,Guinea,49.300000000000004
262941,A. Okyere,CM,MID,56,K Beerschot VA,Belgian Jupiler Pro League,Ghana,49.300000000000004
260503,M. Winciersz,LM,MID,55,Piast Gliwice,Polish T-Mobile Ekstraklasa,Poland,49.300000000000004
261448,S. Lee,CF,FWD,54,SV Waldhof Mannheim 07,German 3. Bundesliga,Germany,49.300000000000004
263090,J. Eng,RW,FWD,53,Vålerenga Fotball,Norwegian Eliteserien,Norway,49.300000000000004
198352,S. Bell,CB,DEF,74,1. FSV Mainz 05,German 1. Bundesliga,Germany,49.3
206219,Juan Cruz,LB,DEF,73,CA Osasuna,Spain Primera Division,Spain,49.3
262815,G. Kotsiras,RB,DEF,71,Panathinaikos FC,Greek Super League,Greece,49.3
194726,J. Ahlmann,LWB,DEF,69,Aalborg BK,Danish Superliga,Denmark,49.3
215650,L. Bijker,LB,DEF,68,KV Mechelen,Belgian Jupiler Pro League,Netherlands,49.3
199477,R. Padovani,CB,DEF,65,US Quevilly Rouen Métropole,French Ligue 2,France,49.3
224420,S. Aškovski,RW,FWD,65,Sepsi OSK Sf. Gheorghe,Romanian Liga I,North Macedonia,49.3
248245,T. Pedersen,LB,DEF,65,FK Haugesund,Norwegian Eliteserien,Norway,49.3
242325,M. Edjouma,CDM,MID,64,FC Botoşani,Romanian Liga I,Morocco,49.3
260372,J. Santacruz,CDM,MID,63,Club Olimpia,Paraguayan Primera División,Paraguay,49.3
256051,M. Nuñez,CM,MID,62,Universidad Católica,Chilian Campeonato Nacional,Chile,49.3
222192,Sun Guowen,LB,DEF,56,Dalian Professional Football Club,Chinese Super League,China PR,49.3
252970,Junior Quitirna,RM,MID,56,Waterford FC,Rep. Ireland Airtricity League,Guinea Bissau,49.3
261890,Xie Longfei,CM,MID,48,Beijing Guoan FC,Chinese Super League,China PR,49.3
165536,G. Cabral,CB,DEF,75,Pachuca,Mexican Liga MX,Argentina,49.25
231838,M. Wöber,CB,DEF,74,FC Red Bull Salzburg,Austrian Football Bundesliga,Austria,49.25
230147,F. Sacko,RB,DEF,73,Vitória de Guimarães,Portuguese Liga ZON SAGRES,Mali,49.25
188270,B. Ecuélé Manga,CB,DEF,72,Dijon FCO,French Ligue 2,Gabon,49.25
