sofifa_id,short_name,primary_position,overall,club_name,league_name,nationality_name,GPS
202778,E. Özbir,GK,69,Yeni Malatyaspor,Turkish Süper Lig,Turkey,68.30000000000001
209333,C. Maxwell,GK,69,Blackpool,English League Championship,Wales,68.30000000000001
208679,R. Himmelmann,GK,67,KAS Eupen,Belgian Jupiler Pro League,Germany,68.30000000000001
223737,P. Leeuwenburgh,GK,68,FC Groningen,Holland Eredivisie,Netherlands,68.3
263032,V. Kovacević,GK,68,Raków Częstochowa,Polish T-Mobile Ekstraklasa,Bosnia and Herzegovina,68.3
222876,J. Smith,GK,67,Nottingham Forest,English League Championship,England,68.3
233282,Yoon Bo Sang,GK,68,GwangJu FC,Korean K League 1,Korea Republic,68.25000000000001
204922,A. Leitner,GK,68,FC Flyeralarm Admira,Austrian Football Bundesliga,Austria,68.25
215097,A. Maraval,GK,68,USL Dunkerque,French Ligue 2,France,68.25
231073,B. Radunović,GK,68,Cagliari,Italian Serie A,Serbia,68.25
235312,Alfonso Herrero,GK,67,Burgos CF,Spanish Segunda División,Spain,68.25
53110,C. Gordon,GK,68,Heart of Midlothian,Scottish Premiership,Scotland,68.2
236571,M. Paes,GK,68,FC Utrecht,Holland Eredivisie,Netherlands,68.2
240371,A. Jakubech,GK,68,LOSC Lille,French Ligue 1,Slovakia,68.2
230321,Rafael de Aseiro,GK,67,Atlético Clube Goianiense,Campeonato Brasileiro Série A,Brazil,68.2
139668,F. Marchetti,GK,69,Genoa,Italian Serie A,Italy,68.15
231841,M. Prévot,GK,69,FC Sochaux-Montbéliard,French Ligue 2,France,68.15
215250,C. Rigamonti,GK,68,Club Atlético Central Córdoba,Argentina Primera División,Argentina,68.15
251185,A. M'hamdi,GK,68,Abha Club,Saudi Abdul L. Jameel League,Morocco,68.10000000000001
204269,Z. Clark,GK,67,St. Johnstone FC,Scottish Premiership,Scotland,68.10000000000001
222389,N. Haikin,GK,68,FK Bodø/Glimt,Norwegian Eliteserien,Russia,68.1
239254,B. Özer,GK,68,Fenerbahçe SK,Turkish Süper Lig,Turkey,68.1
171574,Santamaría,GK,69,SD Amorebieta,Spanish Segunda División,Spain,68.05000000000001
184084,M. Dreyer,GK,69,FC Lorient,French Ligue 1,France,68.05000000000001
182743,T. Kirschbaum,GK,68,SSV Jahn Regensburg,German 2. Bundesliga,Germany,68.05000000000001
229127,J. Teunckens,GK,67,RKC Waalwijk,Holland Eredivisie,Belgium,68.05000000000001
182047,Wu Yan,GK,68,Henan Songshan Longmen FC,Chinese Super League,China PR,68.05
189586,D. Hernández,GK,68,CD Tenerife,Spanish Segunda División,Venezuela,68.05
163616,J. Young,GK,68,Western United FC,Australian Hyundai A-League,England,68.0
142616,J. De Olivera,GK,69,Platense,Argentina Primera División,Argentina,67.95
246657,Álvaro Valles,GK,69,Unión Deportiva Las Palmas,Spanish Segunda División,Spain,67.95
197928,J. Bond,GK,68,LA Galaxy,USA Major League Soccer,England,67.95
224702,Liu Dianzuo,GK,68,Guangzhou FC,Chinese Super League,China PR,67.95
227370,M. Zetterer,GK,68,SV Werder Bremen,German 2. Bundesliga,Germany,67.95
242200,T. Rönning,GK,68,IF Elfsborg,Swedish Allsvenskan,Sweden,67.95
209957,J. Busk,GK,67,1. FC Union Berlin,German 1. Bundesliga,Denmark,67.95
18122,N. Penneteau,GK,71,Stade de Reims,French Ligue 1,France,67.9
201112,J. Słowik,GK,66,Vegalta Sendai,Japanese J. League Division 1,Poland,67.9
138798,G. Lux,GK,69,River Plate,Argentina Primera División,Argentina,67.85000000000001
233164,A. Murić,GK,68,Adana Demirspor,Turkish Süper Lig,Kosovo,67.85000000000001
263238,S. Niazmand,GK,68,Portimonense SC,Portuguese Liga ZON SAGRES,Iran,67.85000000000001
242774,Y. Oki,GK,67,Kashima Antlers,Japanese J. League Division 1,Japan,67.85000000000001
258264,D. Holec,GK,68,AC Sparta Praha,Czech Republic Gambrinus Liga,Slovakia,67.85
236046,I. Zlobin,GK,68,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,Russia,67.80000000000001
244258,D. Zagorac,GK,67,Dinamo Zagreb,Croatian Prva HNL,Croatia,67.8
186941,R. Wolf,GK,68,Fortuna Düsseldorf,German 2. Bundesliga,Germany,67.75
234877,F. Buntić,GK,68,FC Ingolstadt 04,German 2. Bundesliga,Croatia,67.75
245822,D. Alemdar,GK,68,Stade Rennais FC,French Ligue 1,Turkey,67.75
251818,L. Requena,GK,68,Club de Deportes Cobresal,Chilian Campeonato Nacional,Argentina,67.75
205377,D. Léon,GK,68,AJ Auxerre,French Ligue 2,France,67.7
223150,L. Mpasi,GK,68,Rodez Aveyron Football,French Ligue 2,France,67.7
231878,T. Miller,GK,68,Minnesota United FC,USA Major League Soccer,United States,67.7
193272,S. Şahin-Radlinger,GK,67,SV Ried,Austrian Football Bundesliga,Austria,67.7
164505,B. Guzan,GK,69,Atlanta United,USA Major League Soccer,United States,67.65
232713,D. Sappa,GK,69,Arsenal de Sarandí,Argentina Primera División,Argentina,67.65
238223,B. Bvuma,GK,69,Kaizer Chiefs,South African Premier Division,South Africa,67.65
194198,J. Delle,GK,68,KV Kortrijk,Belgian Jupiler Pro League,France,67.65
230172,Traeira Lopes,GK,67,Juventude,Campeonato Brasileiro Série A,Brazil,67.65
188278,M. Birighitti,GK,68,Central Coast Mariners,Australian Hyundai A-League,Australia,67.60000000000001
263283,M. Tvrdon,GK,68,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,Slovakia,67.60000000000001
221531,M. Maroši,GK,67,Shrewsbury Town,English League One,Slovakia,67.60000000000001
193411,K. Fickentscher,GK,67,FC Sion,Swiss Super League,Switzerland,67.6
233976,Nelson Freitosa,GK,64,Ceará Sporting Club,Campeonato Brasileiro Série A,Brazil,67.6
204502,M. Ingram,GK,67,Hull City,English League Championship,England,67.55
199101,Raúl Lizoain,GK,69,CD Mirandés,Spanish Segunda División,Spain,67.5
259295,Y. Irrazábal,GK,69,Club Atlético Rentistas,Uruguayan Primera División,Uruguay,67.5
215343,A. Mehring,GK,68,Club Atlético Central Córdoba,Argentina Primera División,Argentina,67.5
225543,B. Collins,GK,68,Barnsley,English League Championship,England,67.5
186781,K. Kronholm,GK,67,Chicago Fire Football Club,USA Major League Soccer,United States,67.5
183513,J. Grahl,GK,66,Eintracht Frankfurt,German 1. Bundesliga,Germany,67.5
173533,D. Button,GK,68,West Bromwich Albion,English League Championship,England,67.45
184139,Ricardo Ferreira,GK,68,Portimonense SC,Portuguese Liga ZON SAGRES,Portugal,67.45
199812,R. Allsop,GK,68,Derby County,English League Championship,England,67.45
207409,I. Kelava,GK,68,Melbourne Victory,Australian Hyundai A-League,Croatia,67.45
236543,G. Guruceaga,GK,68,Montevideo City Torque,Uruguayan Primera División,Uruguay,67.45
220807,M. O'Leary,GK,67,Bristol City,English League Championship,England,67.4
255151,S. Ngapandouetnbu,GK,67,Olympique de Marseille,French Ligue 1,Cameroon,67.4
258718,M. Ilic,GK,67,KV Kortrijk,Belgian Jupiler Pro League,Serbia,67.4
186998,W. Yarbrough,GK,68,Colorado Rapids,USA Major League Soccer,United States,67.35000000000001
187208,A. Saldívar,GK,68,Deportivo Toluca,Mexican Liga MX,Mexico,67.35000000000001
220433,Óscar Whalley,GK,68,CD Lugo,Spanish Segunda División,Spain,67.35
202570,J. Maurer,GK,68,FC Dallas,USA Major League Soccer,United States,67.3
211021,P. Bråtveit,GK,68,Nîmes Olympique,French Ligue 2,Norway,67.3
229501,Victor Braga,GK,68,FC Arouca,Portuguese Liga ZON SAGRES,Brazil,67.3
243311,Josep Martínez,GK,68,RB Leipzig,German 1. Bundesliga,Spain,67.3
205068,Cristiano,GK,67,CFR Cluj,Romanian Liga I,Portugal,67.3
176094,P. Tytoń,GK,68,FC Cincinnati,USA Major League Soccer,Poland,67.25000000000001
175934,K. Steppe,GK,67,Sint-Truidense VV,Belgian Jupiler Pro League,Belgium,67.25000000000001
163201,M. McGovern,GK,67,Norwich City,English Premier League,Northern Ireland,67.25
182897,S. Bruzzese,GK,67,KSV Cercle Brugge,Belgian Jupiler Pro League,Belgium,67.25
230171,Carlos Travisso,GK,63,Juventude,Campeonato Brasileiro Série A,Brazil,67.25
244363,Daniel Fuzato,GK,68,Roma,Italian Serie A,Brazil,67.2
201875,J. Attinella,GK,67,Portland Timbers,USA Major League Soccer,United States,67.2
225993,O. Sail,GK,67,Wellington Phoenix,Australian Hyundai A-League,New Zealand,67.15
183646,M. Kobras,GK,66,SC Rheindorf Altach,Austrian Football Bundesliga,Austria,67.15
168965,R. Riou,GK,68,Stade Malherbe Caen,French Ligue 2,France,67.1
144160,T. Acar,GK,67,GZT Giresunspor,Turkish Süper Lig,Turkey,67.1
238570,Song Bum Keun,GK,67,Jeonbuk Hyundai Motors,Korean K League 1,Korea Republic,67.1
194150,S. Moore,GK,68,Coventry City,English League Championship,England,67.05
243201,Álex Domínguez,GK,68,UD Ibiza,Spanish Segunda División,Spain,67.05
215533,S. Stevens,GK,67,SC Cambuur,Holland Eredivisie,Netherlands,67.05
226786,A. Bono,GK,67,Toronto FC,USA Major League Soccer,United States,67.05
231105,A. Olliero,GK,67,Pau FC,French Ligue 2,France,67.05
204354,J. Alnwick,GK,68,St. Mirren,Scottish Premiership,England,67.0
240913,C. Kelleher,GK,67,Liverpool,English Premier League,Republic of Ireland,67.0
244654,K. Osako,GK,67,Sanfrecce Hiroshima,Japanese J. League Division 1,Japan,67.0
210832,M. Branderhorst,GK,66,N.E.C. Nijmegen,Holland Eredivisie,Netherlands,67.0
235027,L. Southwood,GK,66,Reading,English League Championship,England,67.0
248018,A. Vlad,GK,67,FCSB (Steaua),Romanian Liga I,Romania,66.95
228232,D. Azcona,GK,67,Club River Plate Asunción,Paraguayan Primera División,Ecuador,66.9
244364,Gabriel Brazão,GK,66,Inter,Italian Serie A,Brazil,66.9
255754,Warleson,GK,65,KSV Cercle Brugge,Belgian Jupiler Pro League,Brazil,66.9
148729,I. Austbø,GK,67,Viking FK,Norwegian Eliteserien,Norway,66.89999999999999
239364,P. Köhn,GK,67,FC Red Bull Salzburg,Austrian Football Bundesliga,Switzerland,66.85000000000001
192201,P. Abrahamsson,GK,68,BK Häcken,Swedish Allsvenskan,Sweden,66.85
214706,N. Veloso,GK,67,Club Deportivo Palestino,Chilian Campeonato Nacional,Chile,66.85
258180,S. Meza,GK,66,Club Atlético Huracán,Argentina Primera División,Argentina,66.85
170008,B. Hamer,GK,67,Swansea City,English League Championship,England,66.80000000000001
189233,T. Vaiho,GK,67,Djurgårdens IF,Swedish Allsvenskan,Sweden,66.8
252552,K. Tzolakis,GK,67,Olympiacos CFP,Greek Super League,Greece,66.8
199803,D. Batz,GK,67,1. FC Saarbrücken,German 3. Bundesliga,Germany,66.75000000000001
217502,A. Kofler,GK,67,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,Austria,66.75
251330,V. Müller,GK,67,PSV,Holland Eredivisie,Germany,66.75
259360,Ayesa,GK,67,Real Sociedad B,Spanish Segunda División,Spain,66.75
205894,P. Iliev,GK,66,FC Dinamo 1948 Bucureşti,Romanian Liga I,Bulgaria,66.75
210366,N. Lomb,GK,66,Bayer 04 Leverkusen,German 1. Bundesliga,Germany,66.75
232007,M. Lis,GK,66,Altay SK,Turkish Süper Lig,Poland,66.75
182207,D. Stockdale,GK,67,Wycombe Wanderers,English League One,England,66.7
191153,M. Sandberg,GK,67,Stabæk Fotball,Norwegian Eliteserien,Sweden,66.7
234379,Thiago Rodrigues,GK,67,Estoril Praia,Portuguese Liga ZON SAGRES,Brazil,66.7
256161,W. Ramírez,GK,67,Independiente del Valle,Ecuadorian Serie A,Ecuador,66.7
226675,F. Lanzillotta,GK,66,Argentinos Juniors,Argentina Primera División,Argentina,66.7
201186,Ivo Gonçalves,GK,68,FC Vizela,Portuguese Liga ZON SAGRES,Portugal,66.65
183244,A. Redmayne,GK,67,Sydney FC,Australian Hyundai A-League,Australia,66.65
208764,Z. Alomerović,GK,67,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,Serbia,66.65
208782,M. van der Hart,GK,67,Lech Poznań,Polish T-Mobile Ekstraklasa,Netherlands,66.65
210941,Lee Chang Geun,GK,67,Jeju United FC,Korean K League 1,Korea Republic,66.65
260309,J. Pucheta,GK,67,Club Social y Deportivo Macará,Ecuadorian Serie A,Argentina,66.65
207610,R. Meara,GK,66,New York Red Bulls,USA Major League Soccer,United States,66.65
251036,M. Aioani,GK,66,FC Farul Constanța,Romanian Liga I,Romania,66.65
200466,V. Eicher,GK,67,1. FC Heidenheim 1846,German 2. Bundesliga,Germany,66.64999999999999
212973,M. Marić,GK,67,Houston Dynamo,USA Major League Soccer,Croatia,66.60000000000001
238526,K. Tani,GK,67,Shonan Bellmare,Japanese J. League Division 1,Japan,66.6
237704,João Virgínia,GK,66,Sporting CP,Portuguese Liga ZON SAGRES,Portugal,66.6
186655,J. Carvallo,GK,68,Club Universitario de Deportes,Peruvian Primera División,Peru,66.55000000000001
173165,N. Ravaglia,GK,67,U.C. Sampdoria,Italian Serie A,Italy,66.55000000000001
194372,E. Taşkıran,GK,67,Kasimpaşa SK,Turkish Süper Lig,Turkey,66.55000000000001
221700,No Dong Geon,GK,67,Suwon Samsung Bluewings,Korean K League 1,Korea Republic,66.55
251057,O. Vâlceanu,GK,67,Gaz Metan Mediaş,Romanian Liga I,Romania,66.55
259845,M. Santilli,GK,67,Deportivo La Guaira FC,Venezuelan Primera División,Argentina,66.55
262956,N. Vasilj,GK,67,FC St. Pauli,German 2. Bundesliga,Bosnia and Herzegovina,66.55
218175,C. Servín,GK,66,Club Libertad,Paraguayan Primera División,Paraguay,66.55
232284,M. Travers,GK,67,AFC Bournemouth,English League Championship,Republic of Ireland,66.50000000000001
210772,P. Drewes,GK,67,SV Sandhausen,German 2. Bundesliga,Germany,66.5
211827,P. Klewin,GK,67,FC Erzgebirge Aue,German 2. Bundesliga,Germany,66.5
243925,M. Behrens,GK,67,SV Darmstadt 98,German 2. Bundesliga,Germany,66.5
244340,R. Vodišek,GK,66,Genoa,Italian Serie A,Slovenia,66.5
136686,Kim Young Kwang,GK,68,Seongnam FC,Korean K League 1,Korea Republic,66.45
210140,A. Al Mayoof,GK,68,Al Hilal,Saudi Abdul L. Jameel League,Saudi Arabia,66.45
200696,H. Verhulst,GK,67,AZ Alkmaar,Holland Eredivisie,Netherlands,66.45
233763,P. Dahlberg,GK,67,Doncaster Rovers,English League One,Sweden,66.45
178363,J. Placide,GK,66,SC Bastia,French Ligue 2,Haiti,66.45
220593,J. Brondeel,GK,66,Willem II,Holland Eredivisie,Belgium,66.45
225406,J. Talbot,GK,66,Bohemian FC,Rep. Ireland Airtricity League,Republic of Ireland,66.45
242242,S. Cibois,GK,66,Stade Brestois 29,French Ligue 1,France,66.45
235860,M. Woud,GK,65,,,New Zealand,66.45
225868,David Gil,GK,68,Cádiz CF,Spain Primera Division,Spain,66.4
234994,Ratón,GK,67,Real Zaragoza,Spanish Segunda División,Spain,66.4
220584,V. Myhra,GK,66,Strømsgodset IF,Norwegian Eliteserien,Norway,66.4
235213,Alex Craninx,GK,66,Molde FK,Norwegian Eliteserien,Belgium,66.4
199321,T. Holý,GK,65,Ipswich Town,English League One,Czech Republic,66.4
238489,T. Boss,GK,66,SV Wehen Wiesbaden,German 3. Bundesliga,Germany,66.39999999999999
210476,M. Kuster,GK,67,Karlsruher SC,German 2. Bundesliga,Austria,66.35000000000001
234903,G. Coucke,GK,67,KV Mechelen,Belgian Jupiler Pro League,Belgium,66.35000000000001
254008,Belman,GK,67,CF Fuenlabrada,Spanish Segunda División,Spain,66.35000000000001
234049,B. Niasse,GK,66,CD Tondela,Portuguese Liga ZON SAGRES,Senegal,66.35000000000001
241859,R. Hoffmann,GK,66,Sunderland,English League One,Germany,66.35
217096,J. Lumley,GK,67,Middlesbrough,English League Championship,England,66.30000000000001
244912,T. Sugeno,GK,66,Hokkaido Consadole Sapporo,Japanese J. League Division 1,Japan,66.30000000000001
220624,L. Acosta,GK,67,Club Atlético Lanús,Argentina Primera División,Argentina,66.3
240784,J. Bursik,GK,67,Stoke City,English League Championship,England,66.3
193312,S. Mielitz,GK,66,Viktoria Köln,German 3. Bundesliga,Germany,66.3
193765,K. Thamsatchanan,GK,66,Oud-Heverlee Leuven,Belgian Jupiler Pro League,Thailand,66.3
235375,A. Quintana,GK,66,Atlético Nacional,Colombian Liga Postobón,Colombia,66.3
236378,A. Plizzari,GK,66,AC Milan,Italian Serie A,Italy,66.3
228912,B. Allain,GK,67,Örebro SK,Swedish Allsvenskan,France,66.25
121134,A. Walke,GK,68,FC Red Bull Salzburg,Austrian Football Bundesliga,Germany,66.2
135587,N. Mäenpää,GK,67,Venezia FC,Italian Serie A,Finland,66.2
204367,B. van Leer,GK,67,Sparta Rotterdam,Holland Eredivisie,Netherlands,66.2
206555,C. Pym,GK,66,Peterborough United,English League Championship,England,66.2
234492,J. Gamonal,GK,66,Club de Deportes Cobresal,Chilian Campeonato Nacional,Chile,66.2
237695,M. Ortega,GK,65,Tigres U.A.N.L.,Mexican Liga MX,Mexico,66.2
253847,W. Aguerre,GK,68,Gallos Blancos de Querétaro,Mexican Liga MX,Uruguay,66.15
210502,M. Kuttin,GK,67,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,Austria,66.15
259532,Joan García,GK,67,RCD Espanyol de Barcelona,Spain Primera Division,Spain,66.15
206549,E. Bush,GK,66,Columbus Crew,USA Major League Soccer,United States,66.15
243735,A. Spahić,GK,66,1. FC Kaiserslautern,German 3. Bundesliga,Bosnia and Herzegovina,66.15
201940,Z. MacMath,GK,66,Real Salt Lake,USA Major League Soccer,United States,66.10000000000001
247428,D. Ochoa,GK,66,Real Salt Lake,USA Major League Soccer,Mexico,66.10000000000001
253637,J. Gutíerrez,GK,67,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,Bolivia,66.1
247882,R. Cordano,GK,66,Club Bolívar,Liga de Fútbol Profesional Boliviano,Bolivia,66.1
200076,L. Henkinet,GK,67,Standard de Liège,Belgian Jupiler Pro League,Belgium,66.05000000000001
250781,F. Oswald,GK,67,WSG Tirol,Austrian Football Bundesliga,Germany,66.05
222431,J. Storevik,GK,66,Sandefjord Fotball,Norwegian Eliteserien,Norway,66.05
216518,H. Bonmann,GK,66,FC Würzburger Kickers,German 3. Bundesliga,Germany,66.00000000000001
238186,M. Bułka,GK,65,OGC Nice,French Ligue 1,Poland,66.00000000000001
188202,Y. Thoelen,GK,67,KV Mechelen,Belgian Jupiler Pro League,Belgium,66.0
251498,J. Rojas,GK,67,Club Bolívar,Liga de Fútbol Profesional Boliviano,Bolivia,66.0
203175,L. Burge,GK,66,Sunderland,English League One,England,66.0
212453,Germán Parreño,GK,67,UD Ibiza,Spanish Segunda División,Spain,65.95
189936,R. Ruiter,GK,66,Willem II,Holland Eredivisie,Netherlands,65.95
208894,F. Bednarek,GK,66,Lech Poznań,Polish T-Mobile Ekstraklasa,Poland,65.95
236963,R. Niczuly,GK,66,Sepsi OSK Sf. Gheorghe,Romanian Liga I,Romania,65.95
223968,V. Vasić,GK,65,FC Luzern,Swiss Super League,Serbia,65.95
244827,A. Duarte,GK,67,Club Sporting Cristal,Peruvian Primera División,Peru,65.9
202617,V. Hladký,GK,66,Ipswich Town,English League One,Czech Republic,65.9
223107,M. Yıldırım,GK,66,Demir Grup Sivasspor,Turkish Süper Lig,Turkey,65.9
224010,José Suárez,GK,66,AD Alcorcón,Spanish Segunda División,Spain,65.9
242068,L. Moser,GK,65,SK Austria Klagenfurt,Austrian Football Bundesliga,Germany,65.9
171490,S. Aresti,GK,67,Cagliari,Italian Serie A,Italy,65.85000000000001
243304,Zubiaurre,GK,67,Real Sociedad B,Spanish Segunda División,Spain,65.85000000000001
193013,J. Shea,GK,66,Luton Town,English League Championship,England,65.85000000000001
237176,R. Schofield,GK,66,Huddersfield Town,English League Championship,England,65.85000000000001
240170,K. Niemczycki,GK,66,Cracovia,Polish T-Mobile Ekstraklasa,Poland,65.85000000000001
241210,Y. Clementia,GK,66,Stade Malherbe Caen,French Ligue 2,France,65.85000000000001
241217,G. Hatano,GK,66,FC Tokyo,Japanese J. League Division 1,Japan,65.85000000000001
252200,Diogo Sousa,GK,66,Antalyaspor,Turkish Süper Lig,Portugal,65.85000000000001
202215,J. Willis,GK,66,Nashville SC,USA Major League Soccer,United States,65.85
223925,A. Brunst,GK,66,Vejle Boldklub,Danish Superliga,Germany,65.85
223957,L. Pirard,GK,66,Royale Union Saint-Gilloise,Belgian Jupiler Pro League,Belgium,65.85
252799,T. Çetin,GK,65,Çaykur Rizespor,Turkish Süper Lig,Turkey,65.85
189024,M. Banguera,GK,67,Guayaquil City FC,Ecuadorian Serie A,Ecuador,65.80000000000001
240751,G. Poussin,GK,67,FC Girondins de Bordeaux,French Ligue 1,France,65.80000000000001
202199,G. Long,GK,66,Millwall,English League Championship,England,65.80000000000001
241206,D. Maekawa,GK,65,Vissel Kobe,Japanese J. League Division 1,Japan,65.80000000000001
235652,U. Yuvakuran,GK,66,Fatih Karagümrük S.K.,Turkish Süper Lig,Turkey,65.8
208778,N. Manfredini,GK,66,Benevento,Italian Serie B,Italy,65.75
225395,Ezkieta,GK,66,Athletic Club de Bilbao,Spain Primera Division,Spain,65.75
226542,D. Martínez,GK,66,Deportivo Pasto,Colombian Liga Postobón,Colombia,65.75
227477,F. Altamirano,GK,66,Club Atlético Banfield,Argentina Primera División,Argentina,65.75
237575,J. Pourtau,GK,65,Estudiantes de La Plata,Argentina Primera División,Argentina,65.75
253990,J. Roca,GK,65,Club Atlético Nacional Potosí,Liga de Fútbol Profesional Boliviano,Bolivia,65.75
214088,C. Dawson,GK,66,Exeter City,English League Two,England,65.7
220944,J. Wildsmith,GK,66,Sheffield Wednesday,English League One,England,65.7
241643,V. Johansson,GK,66,Rotherham United,English League One,Sweden,65.7
225983,S. Mpontshane,GK,65,Orlando Pirates,South African Premier Division,South Africa,65.7
242073,J. Blázquez,GK,65,Club Atlético Talleres,Argentina Primera División,Argentina,65.7
258498,B. Verbruggen,GK,65,RSC Anderlecht,Belgian Jupiler Pro League,Netherlands,65.7
258534,Diego Conde,GK,65,Getafe CF,Spain Primera Division,Spain,65.7
261152,A. Medina,GK,65,Arsenal de Sarandí,Argentina Primera División,Argentina,65.7
259352,S. Péan,GK,64,Stade Malherbe Caen,French Ligue 2,France,65.7
157804,S. Carson,GK,67,Manchester City,English Premier League,England,65.65
173531,B. Amos,GK,66,Wigan Athletic,English League One,England,65.65
200209,N. Larsen,GK,66,Silkeborg IF,Danish Superliga,Denmark,65.65
212710,Joel Pereira,GK,66,RKC Waalwijk,Holland Eredivisie,Portugal,65.65
213206,B. Stuver,GK,66,Austin FC,USA Major League Soccer,United States,65.65
228255,N. Lemaître,GK,66,US Quevilly Rouen Métropole,French Ligue 2,France,65.65
233154,S. Takagi,GK,66,Oita Trinita,Japanese J. League Division 1,Japan,65.65
244020,André Ferreira,GK,65,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,Portugal,65.65
258420,M. Eșanu,GK,64,FC Dinamo 1948 Bucureşti,Romanian Liga I,Romania,65.65
232533,Y. Kajikawa,GK,66,Yokohama F. Marinos,Japanese J. League Division 1,Japan,65.64999999999999
225134,A. Bass,GK,65,Portsmouth,English League One,England,65.64999999999999
184254,J. Ayala,GK,66,Rosario Central,Argentina Primera División,Argentina,65.60000000000001
235266,C. Früchtl,GK,66,FC Bayern München,German 1. Bundesliga,Germany,65.60000000000001
236028,Javi Díaz,GK,65,Sevilla FC,Spain Primera Division,Spain,65.60000000000001
223732,A. Damen,GK,66,Heracles Almelo,Holland Eredivisie,Netherlands,65.6
230787,J. Lund,GK,66,Rosenborg BK,Norwegian Eliteserien,Norway,65.6
258885,Luiz Júnior,GK,66,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,Brazil,65.6
184040,M. Hansen,GK,66,Hannover 96,German 2. Bundesliga,Denmark,65.55000000000001
187218,M. Jiménez,GK,66,Club Deportivo Guadalajara,Mexican Liga MX,Mexico,65.55000000000001
193889,M. Vidal,GK,66,Rodez Aveyron Football,French Ligue 2,France,65.55000000000001
213407,M. Macey,GK,66,Hibernian,Scottish Premiership,England,65.55000000000001
184585,Á. Bogdán,GK,65,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I,Hungary,65.55000000000001
247976,C. Căbuz,GK,65,AFC Chindia Târgoviște,Romanian Liga I,Romania,65.55000000000001
224953,André Moreira,GK,66,Grasshopper Club Zürich,Swiss Super League,Portugal,65.55
232645,F. Cambeses,GK,66,Club Atlético Banfield,Argentina Primera División,Argentina,65.55
239999,Pedro Silva,GK,65,FC Vizela,Portuguese Liga ZON SAGRES,Portugal,65.55
254601,G. Olveira,GK,67,Club Olimpia,Paraguayan Primera División,Uruguay,65.5
211953,R. Vollath,GK,65,Türkgücü München,German 3. Bundesliga,Germany,65.5
223823,T. Königsmann,GK,65,SV Waldhof Mannheim 07,German 3. Bundesliga,Germany,65.5
260021,M. Cardozo,GK,66,12 de Octubre FC,Paraguayan Primera División,Paraguay,65.45
200502,Marc Martínez,GK,65,FC Cartagena,Spanish Segunda División,Spain,65.45
232518,M. Matic,GK,65,Grasshopper Club Zürich,Swiss Super League,Switzerland,65.45
239076,A. Nurudeen,GK,63,KAS Eupen,Belgian Jupiler Pro League,Ghana,65.45
166764,T. Carson,GK,66,Dundee United,Scottish Premiership,Northern Ireland,65.4
182365,J. Jones,GK,66,Wigan Athletic,English League One,England,65.4
205352,J. Archer,GK,66,Queens Park Rangers,English League Championship,Scotland,65.4
207899,Volpi,GK,66,Club Atlético Peñarol,Uruguayan Primera División,Brazil,65.4
223909,A. Palmer,GK,66,West Bromwich Albion,English League Championship,England,65.4
242703,J. Marcinkowski,GK,66,San Jose Earthquakes,USA Major League Soccer,United States,65.4
186508,A. Østbø,GK,65,Viking FK,Norwegian Eliteserien,Norway,65.4
203215,A. Cairns,GK,65,Fleetwood Town,English League One,England,65.4
231258,R. Macagno,GK,65,Newell's Old Boys,Argentina Primera División,Argentina,65.4
237443,T. Okubo,GK,64,Shimizu S-Pulse,Japanese J. League Division 1,Japan,65.4
242802,San Román,GK,67,SD Huesca,Spanish Segunda División,Spain,65.35000000000001
157888,Q. Westberg,GK,66,Toronto FC,USA Major League Soccer,United States,65.35
228369,J. Walton,GK,66,Barnsley,English League Championship,England,65.35
232110,T. Glover,GK,66,Melbourne City FC,Australian Hyundai A-League,Australia,65.35
203237,Yu Sang Hun,GK,65,FC Seoul,Korean K League 1,Korea Republic,65.35
223082,W. Norris,GK,65,Burnley,English Premier League,England,65.35
245632,Miguel Morro,GK,66,CF Fuenlabrada,Spanish Segunda División,Spain,65.30000000000001
237935,K. Klaesson,GK,64,Leeds United,English Premier League,Norway,65.30000000000001
156507,I. Vázquez,GK,66,Club León,Mexican Liga MX,Mexico,65.3
207633,J. Haugaard,GK,66,AIK,Swedish Allsvenskan,Denmark,65.3
255965,M. Martínez,GK,66,Club Cerro Porteño,Paraguayan Primera División,Paraguay,65.3
255994,V. Mendoza,GK,66,Barcelona Sporting Club,Ecuadorian Serie A,Ecuador,65.3
107084,M. Langer,GK,66,FC Schalke 04,German 2. Bundesliga,Austria,65.25
209166,M. Malaeka,GK,66,Al Faisaly,Saudi Abdul L. Jameel League,Saudi Arabia,65.25
214761,A. Giménez,GK,66,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,Paraguay,65.25
219967,D. Hładun,GK,66,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,Poland,65.25
208968,F. Al Qarni,GK,65,Al Shabab,Saudi Abdul L. Jameel League,Saudi Arabia,65.25
